GAME_ID,HOME_TEAM_NAME,AWAY_TEAM_NAME
0022201217,BKN,PHI
0022201216,BOS,ATL
0022201228,LAL,UTA
0022201218,CHA,CLE
0022201222,HOU,WAS
0022201230,POR,GSW
0022201228,UTA,LAL
0022201227,SAC,DEN
0022201216,ATL,BOS
0022201220,IND,NYK
0022201221,MIL,TOR
0022201226,MEM,OKC
0022201220,NYK,IND
0022201217,PHI,BKN
0022201224,DAL,SAS
0022201226,OKC,MEM
0022201225,MIN,NOP
0022201227,DEN,SAC
0022201222,WAS,HOU
0022201219,ORL,MIA
0022201229,PHX,LAC
0022201230,GSW,POR
0022201229,LAC,PHX
0022201221,TOR,MIL
0022201225,NOP,MIN
0022201219,MIA,ORL
0022201224,SAS,DAL
0022201223,DET,CHI
0022201223,CHI,DET
0022201218,CLE,CHA
0022201214,SAS,MIN
0022201214,MIN,SAS
0022201215,POR,LAC
0022201213,DEN,UTA
0022201215,LAC,POR
0022201213,UTA,DEN
0022201208,MIL,MEM
0022201203,DET,IND
0022201209,NYK,NOP
0022201207,BKN,ORL
0022201204,MIA,WAS
0022201206,BOS,TOR
0022201210,CHI,DAL
0022201202,CHA,HOU
0022201203,IND,DET
0022201209,NOP,NYK
0022201202,HOU,CHA
0022201210,DAL,CHI
0022201212,LAL,PHX
0022201205,ATL,PHI
0022201208,MEM,MIL
0022201211,SAC,GSW
0022201204,WAS,MIA
0022201206,TOR,BOS
0022201207,ORL,BKN
0022201205,PHI,ATL
0022201211,GSW,SAC
0022201212,PHX,LAL
0022201200,UTA,OKC
0022201199,SAS,POR
0022201200,OKC,UTA
0022201198,MIA,PHI
0022201201,DEN,PHX
0022201201,PHX,DEN
0022201197,ORL,CLE
0022201197,CLE,ORL
0022201198,PHI,MIA
0022201199,POR,SAS
0022201192,BOS,TOR
0022201195,DAL,SAC
0022201196,LAL,LAC
0022201194,NOP,MEM
0022201196,LAC,LAL
0022201189,BKN,DET
0022201190,NYK,IND
0022201194,MEM,NOP
0022201193,MIL,CHI
0022201193,CHI,MIL
0022201190,IND,NYK
0022201189,DET,BKN
0022201192,TOR,BOS
0022201195,SAC,DAL
0022201191,ATL,WAS
0022201191,WAS,ATL
0022201183,HOU,DEN
0022201179,MIL,WAS
0022201186,UTA,LAL
0022201176,TOR,CHA
0022201182,CHI,ATL
0022201183,DEN,HOU
0022201177,MIA,DET
0022201185,NOP,SAC
0022201184,MEM,POR
0022201180,MIN,BKN
0022201181,PHI,BOS
0022201177,DET,MIA
0022201188,SAS,PHX
0022201188,PHX,SAS
0022201180,BKN,MIN
0022201184,POR,MEM
0022201185,SAC,NOP
0022201187,GSW,OKC
0022201182,ATL,CHI
0022201178,ORL,CLE
0022201179,WAS,MIL
0022201181,BOS,PHI
0022201187,OKC,GSW
0022201178,CLE,ORL
0022201186,LAL,UTA
0022201176,CHA,TOR
0022201171,LAL,HOU
0022201175,DEN,GSW
0022201172,PHX,OKC
0022201173,CLE,IND
0022201167,DAL,ATL
0022201175,GSW,DEN
0022201164,BKN,UTA
0022201168,NYK,WAS
0022201170,SAS,SAC
0022201165,CHI,MEM
0022201165,MEM,CHI
0022201168,WAS,NYK
0022201166,POR,MIN
0022201164,UTA,BKN
0022201170,SAC,SAS
0022201174,PHI,MIL
0022201166,MIN,POR
0022201173,IND,CLE
0022201167,ATL,DAL
0022201169,DET,ORL
0022201171,HOU,LAL
0022201169,ORL,DET
0022201163,CHA,TOR
0022201174,MIL,PHI
0022201163,TOR,CHA
0022201172,OKC,PHX
0022201161,DAL,MIA
0022201162,LAC,NOP
0022201162,NOP,LAC
0022201161,MIA,DAL
0022201159,SAC,POR
0022201157,MIN,LAL
0022201156,LAC,MEM
0022201154,CLE,NYK
0022201158,GSW,SAS
0022201160,PHX,DEN
0022201151,ORL,WAS
0022201152,BOS,UTA
0022201153,ATL,BKN
0022201149,OKC,IND
0022201151,WAS,ORL
0022201159,POR,SAC
0022201155,HOU,DET
0022201149,IND,OKC
0022201150,PHI,TOR
0022201157,LAL,MIN
0022201156,MEM,LAC
0022201158,SAS,GSW
0022201148,CHA,CHI
0022201155,DET,HOU
0022201152,UTA,BOS
0022201153,BKN,ATL
0022201150,TOR,PHI
0022201148,CHI,CHA
0022201154,NYK,CLE
0022201160,DEN,PHX
0022201147,DEN,NOP
0022201146,MIL,BOS
0022201146,BOS,MIL
0022201147,NOP,DEN
0022201139,PHI,DAL
0022201143,SAS,UTA
0022201143,UTA,SAS
0022201142,DET,OKC
0022201141,LAC,MEM
0022201138,MIA,NYK
0022201136,IND,MIL
0022201141,MEM,LAC
0022201145,SAC,POR
0022201140,LAL,CHI
0022201138,NYK,MIA
0022201144,MIN,PHX
0022201142,OKC,DET
0022201145,POR,SAC
0022201144,PHX,MIN
0022201140,CHI,LAL
0022201137,BKN,HOU
0022201139,DAL,PHI
0022201136,MIL,IND
0022201137,HOU,BKN
0022201132,TOR,MIA
0022201135,GSW,NOP
0022201134,OKC,CHA
0022201133,MEM,ORL
0022201135,NOP,GSW
0022201130,BOS,WAS
0022201133,ORL,MEM
0022201132,MIA,TOR
0022201131,ATL,CLE
0022201131,CLE,ATL
0022201130,WAS,BOS
0022201134,CHA,OKC
0022201124,NYK,HOU
0022201128,SAC,MIN
0022201124,HOU,NYK
0022201127,POR,NOP
0022201122,DET,MIL
0022201122,MIL,DET
0022201125,UTA,PHX
0022201129,LAC,CHI
0022201128,MIN,SAC
0022201126,DEN,PHI
0022201126,PHI,DEN
0022201125,PHX,UTA
0022201127,NOP,POR
0022201123,IND,DAL
0022201129,CHI,LAC
0022201123,DAL,IND
0022201121,MIN,GSW
0022201115,MEM,ATL
0022201120,OKC,POR
0022201119,WAS,TOR
0022201118,BKN,ORL
0022201119,TOR,WAS
0022201114,LAL,CHI
0022201118,ORL,BKN
0022201120,POR,OKC
0022201121,GSW,MIN
